Nr. movimento,budget/cons,Tipo movimento,Nr articolo,Tipo origine,Nr. origine,Quantità,Importo vendita in valuta locale (TOTALE VENDITA)
30562,BUDGET,Vendita,ART0003132,Cliente,C00140,2.00,35.72
30633,BUDGET,Vendita,ART0000786,Cliente,C00140,2.00,0.00
30637,BUDGET,Vendita,ART0001610,Cliente,C00140,4.00,0.00
30638,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,0.00
30639,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,0.00
30643,BUDGET,Vendita,ART0002214,Cliente,C00140,1.00,0.00
30644,BUDGET,Vendita,ART0002706,Cliente,C00140,1.00,0.00
30645,BUDGET,Vendita,ART0001294,Cliente,C00140,3.00,0.00
30648,BUDGET,Vendita,ART0001244,Cliente,C00140,1.00,0.00
30649,BUDGET,Vendita,ART0001290,Cliente,C00140,1.00,0.00
30650,BUDGET,Vendita,ART0001740,Cliente,C00140,1.00,0.00
30651,BUDGET,Vendita,ART0002614,Cliente,C00140,1.00,0.00
30652,BUDGET,Vendita,ART0002707,Cliente,C00140,1.00,0.00
30676,BUDGET,Vendita,ART0001534,Cliente,C00140,1.00,0.00
30677,BUDGET,Vendita,ART0001535,Cliente,C00140,8.00,0.00
30683,BUDGET,Vendita,ART0002026,Cliente,C00140,2.00,0.00
30684,BUDGET,Vendita,ART0002027,Cliente,C00140,2.00,0.00
30685,BUDGET,Vendita,ART0002028,Cliente,C00140,1.00,0.00
30686,BUDGET,Vendita,ART0002029,Cliente,C00140,1.00,0.00
30688,BUDGET,Vendita,ART0002299,Cliente,C00140,1.00,0.00
30693,BUDGET,Vendita,ART0002299,Cliente,C00140,1.00,0.00
30695,BUDGET,Vendita,ART0002029,Cliente,C00140,1.00,0.00
30696,BUDGET,Vendita,ART0002028,Cliente,C00140,1.00,0.00
30697,BUDGET,Vendita,ART0002027,Cliente,C00140,2.00,0.00
30698,BUDGET,Vendita,ART0002026,Cliente,C00140,2.00,0.00
30704,BUDGET,Vendita,ART0001535,Cliente,C00140,8.00,0.00
30705,BUDGET,Vendita,ART0001534,Cliente,C00140,1.00,0.00
30729,BUDGET,Vendita,ART0002707,Cliente,C00140,1.00,0.00
30730,BUDGET,Vendita,ART0002614,Cliente,C00140,1.00,0.00
30731,BUDGET,Vendita,ART0001740,Cliente,C00140,1.00,0.00
30732,BUDGET,Vendita,ART0001290,Cliente,C00140,1.00,0.00
30733,BUDGET,Vendita,ART0001244,Cliente,C00140,1.00,0.00
30736,BUDGET,Vendita,ART0001294,Cliente,C00140,3.00,0.00
30737,BUDGET,Vendita,ART0002706,Cliente,C00140,1.00,0.00
30738,BUDGET,Vendita,ART0002214,Cliente,C00140,1.00,0.00
30742,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,0.00
30743,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,0.00
30744,BUDGET,Vendita,ART0001610,Cliente,C00140,4.00,0.00
30745,BUDGET,Vendita,ART0000786,Cliente,C00140,2.00,0.00
30746,BUDGET,Vendita,ART0000786,Cliente,C00140,2.00,668.52
30747,BUDGET,Vendita,ART0001610,Cliente,C00140,4.00,48.43
30748,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,30.08
30749,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,30.08
30753,BUDGET,Vendita,ART0001294,Cliente,C00140,3.00,33.84
30756,BUDGET,Vendita,ART0001244,Cliente,C00140,1.00,455.90
30757,BUDGET,Vendita,ART0001290,Cliente,C00140,1.00,14.10
30758,BUDGET,Vendita,ART0001740,Cliente,C00140,1.00,141.00
30759,BUDGET,Vendita,ART0002214,Cliente,C00140,1.00,89.30
30760,BUDGET,Vendita,ART0002614,Cliente,C00140,1.00,310.20
30761,BUDGET,Vendita,ART0002706,Cliente,C00140,1.00,300.80
30762,BUDGET,Vendita,ART0002707,Cliente,C00140,1.00,216.20
30786,BUDGET,Vendita,ART0001534,Cliente,C00140,1.00,20.68
30787,BUDGET,Vendita,ART0001535,Cliente,C00140,8.00,75.20
30793,BUDGET,Vendita,ART0002026,Cliente,C00140,2.00,103.40
30794,BUDGET,Vendita,ART0002027,Cliente,C00140,2.00,109.04
30795,BUDGET,Vendita,ART0002028,Cliente,C00140,1.00,65.80
30796,BUDGET,Vendita,ART0002029,Cliente,C00140,1.00,28.20
30798,BUDGET,Vendita,ART0002299,Cliente,C00140,1.00,150.40
30802,BUDGET,Vendita,ART0001534,Cliente,C00140,1.00,20.68
30803,BUDGET,Vendita,ART0001535,Cliente,C00140,8.00,75.20
30809,BUDGET,Vendita,ART0002026,Cliente,C00140,2.00,103.40
30810,BUDGET,Vendita,ART0002027,Cliente,C00140,2.00,109.04
30811,BUDGET,Vendita,ART0002028,Cliente,C00140,1.00,65.80
30812,BUDGET,Vendita,ART0002029,Cliente,C00140,1.00,28.20
30814,BUDGET,Vendita,ART0002299,Cliente,C00140,1.00,150.40
30815,BUDGET,Vendita,ART0002619,Cliente,C00140,1.00,197.40
30817,BUDGET,Vendita,ART0003099,Cliente,C00140,2.00,60.53
30896,BUDGET,Vendita,ART0000782,Cliente,C00140,2.00,554.60
30897,BUDGET,Vendita,ART0000782,Cliente,C00140,2.00,554.60
30913,BUDGET,Vendita,ART0002530,Cliente,C00140,1.00,41.36
30918,BUDGET,Vendita,ART0005136,Cliente,C00140,2.00,0.00
30919,BUDGET,Vendita,ART0005136,Cliente,C00140,2.00,0.00
30920,BUDGET,Vendita,ART0005136,Cliente,C00140,2.00,37.60
30979,BUDGET,Vendita,ART0005136,Cliente,C00455,2.00,32.00
30992,BUDGET,Vendita,ART0005136,Cliente,C00015,4.00,60.00
31038,BUDGET,Vendita,ART0000848,Cliente,C00140,15.00,2538.00
31044,BUDGET,Vendita,ART0002132,Cliente,C00140,1.00,63.92
31045,BUDGET,Vendita,ART0002144,Cliente,C00140,1.00,63.92
31046,BUDGET,Vendita,ART0002145,Cliente,C00140,1.00,79.90
31047,BUDGET,Vendita,ART0002238,Cliente,C00140,1.00,32.90
31088,BUDGET,Vendita,ART0004362,Cliente,C00004,10.00,160.00
31102,BUDGET,Vendita,ART0003642,Cliente,C00094,2.00,46.00
31104,BUDGET,Vendita,ART0003704,Cliente,C00094,2.00,96.00
31113,BUDGET,Vendita,ART0000119,Cliente,C00026,6.00,282.00
31178,BUDGET,Vendita,ART0005136,Cliente,C00084,1.00,50.00
31197,BUDGET,Vendita,ART0002464,Cliente,C00140,1.00,150.40
31198,BUDGET,Vendita,ART0001441,Cliente,C00140,1.00,24.22
31202,BUDGET,Vendita,ART0001441,Cliente,C00140,1.00,24.21
31230,BUDGET,Vendita,ART0005136,Cliente,C00004,2.00,80.00
31264,BUDGET,Vendita,ART0002148,Cliente,C00140,3.00,111.56
31273,BUDGET,Vendita,ART0002712,Cliente,C00140,1.00,84.60
31275,BUDGET,Vendita,ART0002978,Cliente,C00140,1.00,173.90
31284,BUDGET,Vendita,ART0002586,Cliente,C00140,1.00,159.80
31286,BUDGET,Vendita,ART0002978,Cliente,C00140,1.00,173.90
31307,BUDGET,Vendita,ART0005136,Cliente,C00140,1.00,65.80
31328,BUDGET,Vendita,ART0003609,Cliente,C00094,2.00,184.00
31329,BUDGET,Vendita,ART0003610,Cliente,C00094,16.00,400.00
31405,BUDGET,Vendita,ART0002513,Cliente,C00140,4.00,135.36
31406,BUDGET,Vendita,ART0001590,Cliente,C00140,3.00,13.25
31409,BUDGET,Vendita,ART0000769,Cliente,C00140,3.00,1113.90
31410,BUDGET,Vendita,ART0000853,Cliente,C00140,15.00,4540.20
31498,BUDGET,Vendita,ART0005110,Cliente,C00471,2.00,100.00
31499,BUDGET,Vendita,ART0005111,Cliente,C00471,2.00,70.00
31500,BUDGET,Vendita,ART0005112,Cliente,C00471,2.00,90.00
31591,BUDGET,Vendita,ART0004357,Cliente,C00004,50.00,650.00
31641,BUDGET,Vendita,ART0000630,Cliente,C00004,21.00,630.00
31667,BUDGET,Vendita,ART0000782,Cliente,C00140,1.00,277.30
31669,BUDGET,Vendita,ART0000782,Cliente,C00140,1.00,277.30
31670,BUDGET,Vendita,ART0000778,Cliente,C00140,2.00,596.71
31671,BUDGET,Vendita,ART0000762,Cliente,C00140,10.00,3365.20
31672,BUDGET,Vendita,ART0000795,Cliente,C00140,8.00,1767.20
31673,BUDGET,Vendita,ART0000795,Cliente,C00140,8.00,1767.20
31679,BUDGET,Vendita,ART0002740,Cliente,C00140,20.00,470.00
31681,BUDGET,Vendita,ART0002370,Cliente,C00140,1.00,65.73
31683,BUDGET,Vendita,ART0001294,Cliente,C00140,1.00,11.28
31684,BUDGET,Vendita,ART0003099,Cliente,C00140,2.00,60.53
31685,BUDGET,Vendita,ART0002210,Cliente,C00140,1.00,23.35
31688,BUDGET,Vendita,ART0002476,Cliente,C00140,5.00,60.53
31694,BUDGET,Vendita,ART0002172,Cliente,C00140,1.00,48.88
31697,BUDGET,Vendita,ART0003099,Cliente,C00140,4.00,121.07
31703,BUDGET,Vendita,ART0003132,Cliente,C00140,4.00,71.44
31704,BUDGET,Vendita,ART0003844,Cliente,C00140,2.00,60.16
31707,BUDGET,Vendita,ART0001739,Cliente,C00140,1.00,79.90
31708,BUDGET,Vendita,ART0001739,Cliente,C00140,1.00,79.90
31724,BUDGET,Vendita,ART0002048,Cliente,C00140,10.00,188.00
31725,BUDGET,Vendita,ART0002444,Cliente,C00140,10.00,329.00
31726,BUDGET,Vendita,ART0002867,Cliente,C00140,10.00,1410.00
31727,BUDGET,Vendita,ART0002909,Cliente,C00140,10.00,799.00
31729,BUDGET,Vendita,ART0001743,Cliente,C00140,1.00,804.27
31732,BUDGET,Vendita,ART0002451,Cliente,C00140,1.00,255.11
31733,BUDGET,Vendita,ART0002552,Cliente,C00140,1.00,30.27
31735,BUDGET,Vendita,ART0003269,Cliente,C00140,8.00,311.32
31749,BUDGET,Vendita,ART0000121,Cliente,C00026,16.00,336.00
31760,BUDGET,Vendita,ART0000752,Cliente,C00140,6.00,2571.84
31761,BUDGET,Vendita,ART0000804,Cliente,C00140,1.00,451.20
31766,BUDGET,Vendita,ART0001149,Cliente,C00140,5.00,90.81
31805,BUDGET,Vendita,ART0004386,Cliente,C00004,18.00,126.00
31807,BUDGET,Vendita,ART0005136,Cliente,C00004,23.00,276.00
31808,BUDGET,Vendita,ART0005136,Cliente,C00004,2.00,24.00
31809,BUDGET,Vendita,ART0004880,Cliente,C00004,10.00,190.00
31815,BUDGET,Vendita,ART0005136,Cliente,C00004,1.00,45.00
31834,BUDGET,Vendita,ART0000843,Cliente,C00140,2.00,1184.40
31837,BUDGET,Vendita,ART0002551,Cliente,C00140,1.00,385.40
31838,BUDGET,Vendita,ART0001575,Cliente,C00140,8.00,30.08
31849,BUDGET,Vendita,ART0002517,Cliente,C00140,1.00,48.88
31850,BUDGET,Vendita,ART0001162,Cliente,C00140,1.00,366.60
31852,BUDGET,Vendita,ART0001993,Cliente,C00140,1.00,77.83
31853,BUDGET,Vendita,ART0001994,Cliente,C00140,11.00,237.82
31854,BUDGET,Vendita,ART0002488,Cliente,C00140,1.00,145.70
31857,BUDGET,Vendita,ART0002306,Cliente,C00140,1.00,61.10
31865,BUDGET,Vendita,ART0002829,Cliente,C00140,3.00,84.60
31866,BUDGET,Vendita,ART0002829,Cliente,C00140,3.00,84.60
31893,BUDGET,Vendita,ART0005136,Cliente,C00297,1.00,150.00
31897,BUDGET,Vendita,ART0005136,Cliente,C00455,2.00,30.00
31902,BUDGET,Vendita,ART0000313,Cliente,C00026,6.00,168.00
31922,BUDGET,Vendita,ART0005136,Cliente,C00001,1.00,250.00
31977,BUDGET,Vendita,ART0004671,Cliente,C00473,5.00,150.00
31992,BUDGET,Vendita,ART0001095,Cliente,C00471,1.00,70.00
32121,BUDGET,Vendita,ART0005136,Cliente,C00004,1.00,40.00
32154,BUDGET,Vendita,ART0005136,Cliente,C00479,1.00,20.00
32214,BUDGET,Vendita,ART0000851,Cliente,C00140,15.00,2529.54
32215,BUDGET,Vendita,ART0000756,Cliente,C00140,5.00,1363.00
32216,BUDGET,Vendita,ART0000756,Cliente,C00140,3.00,817.80
32217,BUDGET,Vendita,ART0000756,Cliente,C00140,5.00,1363.00
32222,BUDGET,Vendita,ART0002360,Cliente,C00140,2.00,460.60
32225,BUDGET,Vendita,ART0002370,Cliente,C00140,1.00,65.73
32244,BUDGET,Vendita,ART0001497,Cliente,C00140,1.00,20.68
32245,BUDGET,Vendita,ART0001497,Cliente,C00140,1.00,20.68
32246,BUDGET,Vendita,ART0001653,Cliente,C00140,3.00,50.76
32247,BUDGET,Vendita,ART0001653,Cliente,C00140,3.00,50.76
32252,BUDGET,Vendita,ART0003309,Cliente,C00140,3.00,28.20
32253,BUDGET,Vendita,ART0003309,Cliente,C00140,3.00,28.20
32254,BUDGET,Vendita,ART0003310,Cliente,C00140,5.00,37.60
32255,BUDGET,Vendita,ART0003310,Cliente,C00140,1.00,7.52
32289,BUDGET,Vendita,ART0000749,Cliente,C00140,2.00,0.00
32290,BUDGET,Vendita,ART0000749,Cliente,C00140,2.00,0.00
32291,BUDGET,Vendita,ART0000749,Cliente,C00140,2.00,1109.20
32292,BUDGET,Vendita,ART0001612,Cliente,C00140,8.00,76.10
32293,BUDGET,Vendita,ART0002424,Cliente,C00140,6.00,78.96
32294,BUDGET,Vendita,ART0002423,Cliente,C00140,5.00,70.50
32296,BUDGET,Vendita,ART0002109,Cliente,C00140,2.00,7.52
32297,BUDGET,Vendita,ART0002109,Cliente,C00140,4.00,15.04
32301,BUDGET,Vendita,ART0001261,Cliente,C00140,1.00,11.28
32302,BUDGET,Vendita,ART0001263,Cliente,C00140,1.00,12.22
32376,BUDGET,Vendita,ART0005136,Cliente,C00455,1.00,60.00
32385,BUDGET,Vendita,ART0000783,Cliente,C00140,2.00,546.55
32393,BUDGET,Vendita,ART0002195,Cliente,C00140,1.00,95.88
32394,BUDGET,Vendita,ART0002886,Cliente,C00140,1.00,126.90
32461,BUDGET,Vendita,ART0005136,Cliente,C00004,4.00,100.00
32473,BUDGET,Vendita,ART0000753,Cliente,C00140,12.00,1692.00
32526,BUDGET,Vendita,ART0000555,Cliente,C00004,1.00,110.00
32536,BUDGET,Vendita,ART0000849,Cliente,C00140,1.00,345.45
32538,BUDGET,Vendita,ART0000830,Cliente,C00140,1.00,578.10
32539,BUDGET,Vendita,ART0001636,Cliente,C00140,4.00,0.00
32540,BUDGET,Vendita,ART0001636,Cliente,C00140,4.00,0.00
32548,BUDGET,Vendita,ART0001276,Cliente,C00140,1.00,10.81
32552,BUDGET,Vendita,ART0001587,Cliente,C00140,3.00,29.83
32553,BUDGET,Vendita,ART0002598,Cliente,C00140,1.00,84.60
32554,BUDGET,Vendita,ART0003164,Cliente,C00140,1.00,103.40
32555,BUDGET,Vendita,ART0001252,Cliente,C00140,1.00,220.90
32556,BUDGET,Vendita,ART0001252,Cliente,C00140,1.00,220.90
32557,BUDGET,Vendita,ART0002271,Cliente,C00140,1.00,150.40
32558,BUDGET,Vendita,ART0002271,Cliente,C00140,1.00,150.40
32559,BUDGET,Vendita,ART0002918,Cliente,C00140,1.00,117.50
32560,BUDGET,Vendita,ART0002918,Cliente,C00140,1.00,117.50
32561,BUDGET,Vendita,ART0002919,Cliente,C00140,1.00,117.50
32562,BUDGET,Vendita,ART0002919,Cliente,C00140,1.00,117.50
32563,BUDGET,Vendita,ART0001219,Cliente,C00140,2.00,193.72
32564,BUDGET,Vendita,ART0002240,Cliente,C00140,2.00,169.20
32565,BUDGET,Vendita,ART0002452,Cliente,C00140,2.00,507.60
32566,BUDGET,Vendita,ART0002556,Cliente,C00140,2.00,178.60
32567,BUDGET,Vendita,ART0002968,Cliente,C00140,2.00,216.20
32568,BUDGET,Vendita,ART0002969,Cliente,C00140,2.00,235.00
32580,BUDGET,Vendita,ART0005136,Cliente,C00004,6.00,60.00
32602,BUDGET,Vendita,ART0002531,Cliente,C00140,5.00,389.16
32672,BUDGET,Vendita,ART0002866,Cliente,C00140,4.00,289.52
32673,BUDGET,Vendita,ART0002866,Cliente,C00140,2.00,144.76
32677,BUDGET,Vendita,ART0004717,Cliente,C00473,6.00,78.00
32684,BUDGET,Vendita,ART0004375,Cliente,C00004,10.00,200.00
32791,BUDGET,Vendita,ART0000795,Cliente,C00140,15.00,3313.50
32793,BUDGET,Vendita,ART0001185,Cliente,C00140,2.00,84.60
32794,BUDGET,Vendita,ART0001185,Cliente,C00140,4.00,169.20
32796,BUDGET,Vendita,ART0002555,Cliente,C00140,2.00,159.80
32797,BUDGET,Vendita,ART0002628,Cliente,C00140,1.00,65.80
32798,BUDGET,Vendita,ART0002628,Cliente,C00140,1.00,65.80
32799,BUDGET,Vendita,ART0002755,Cliente,C00140,1.00,192.70
32800,BUDGET,Vendita,ART0002755,Cliente,C00140,1.00,192.70
32802,BUDGET,Vendita,ART0002755,Cliente,C00140,1.00,192.70
32823,BUDGET,Vendita,ART0000753,Cliente,C00140,10.00,1410.00
32904,BUDGET,Vendita,ART0005136,Cliente,C00018,2.00,240.00
32905,BUDGET,Vendita,ART0005136,Cliente,C00018,2.00,140.00
32914,BUDGET,Vendita,ART0005136,Cliente,C00015,32.00,32.00
32947,BUDGET,Vendita,ART0004697,Cliente,C00473,1.00,115.00
32949,BUDGET,Vendita,ART0004659,Cliente,C00473,12.00,228.00
32950,BUDGET,Vendita,ART0004660,Cliente,C00473,6.00,234.00
32995,BUDGET,Vendita,ART0004420,Cliente,C00004,3.00,57.00
33003,BUDGET,Vendita,ART0000697,Cliente,C00004,1.00,70.00
33004,BUDGET,Vendita,ART0004392,Cliente,C00004,34.00,612.00
33005,BUDGET,Vendita,ART0000697,Cliente,C00004,1.00,70.00
33006,BUDGET,Vendita,ART0005136,Cliente,C00004,50.00,150.00
33007,BUDGET,Vendita,ART0000625,Cliente,C00004,10.00,980.00
33008,BUDGET,Vendita,ART0000627,Cliente,C00004,20.00,460.00
33009,BUDGET,Vendita,ART0000639,Cliente,C00004,10.00,195.00
33010,BUDGET,Vendita,ART0000644,Cliente,C00004,10.00,450.00
33011,BUDGET,Vendita,ART0000645,Cliente,C00004,10.00,300.00
33030,BUDGET,Vendita,ART0000758,Cliente,C00140,3.00,827.95
33031,BUDGET,Vendita,ART0000752,Cliente,C00140,6.00,2571.84
33032,BUDGET,Vendita,ART0000786,Cliente,C00140,3.00,1002.79
33033,BUDGET,Vendita,ART0001636,Cliente,C00140,4.00,56.40
33038,BUDGET,Vendita,ART0001606,Cliente,C00140,12.00,101.52
33039,BUDGET,Vendita,ART0002385,Cliente,C00140,6.00,219.96
33043,BUDGET,Vendita,ART0002102,Cliente,C00140,4.00,109.04
33044,BUDGET,Vendita,ART0002107,Cliente,C00140,3.00,28.20
33045,BUDGET,Vendita,ART0001154,Cliente,C00140,14.00,144.76
33054,BUDGET,Vendita,ART0002747,Cliente,C00140,2.00,311.32
33063,BUDGET,Vendita,ART0002210,Cliente,C00140,1.00,23.35
33142,BUDGET,Vendita,ART0002739,Cliente,C00140,5.00,164.50
33146,BUDGET,Vendita,ART0001981,Cliente,C00140,1.00,23.50
33151,BUDGET,Vendita,ART0002949,Cliente,C00140,2.00,466.99
33154,BUDGET,Vendita,ART0001733,Cliente,C00140,8.00,526.40
33156,BUDGET,Vendita,ART0002107,Cliente,C00140,3.00,28.20
33157,BUDGET,Vendita,ART0002385,Cliente,C00140,6.00,219.96
33159,BUDGET,Vendita,ART0000796,Cliente,C00140,1.00,451.20
33160,BUDGET,Vendita,ART0000772,Cliente,C00140,1.00,374.12
33164,BUDGET,Vendita,ART0000788,Cliente,C00140,1.00,310.20
33165,BUDGET,Vendita,ART0000788,Cliente,C00140,1.00,310.20
33167,BUDGET,Vendita,ART0000804,Cliente,C00140,2.00,902.40
33169,BUDGET,Vendita,ART0000826,Cliente,C00140,3.00,2622.60
33298,BUDGET,Vendita,ART0004711,Cliente,C00473,3.00,144.00
33303,BUDGET,Vendita,ART0000748,Cliente,C00140,5.00,408.90
33307,BUDGET,Vendita,ART0001149,Cliente,C00140,4.00,72.64
33308,BUDGET,Vendita,ART0002476,Cliente,C00140,4.00,48.43
33392,BUDGET,Vendita,ART0001575,Cliente,C00140,8.00,30.08
33394,BUDGET,Vendita,ART0001575,Cliente,C00140,8.00,30.08
33401,BUDGET,Vendita,ART0001202,Cliente,C00140,1.00,413.60
33402,BUDGET,Vendita,ART0001203,Cliente,C00140,1.00,253.80
33404,BUDGET,Vendita,ART0002508,Cliente,C00140,1.00,79.90
33407,BUDGET,Vendita,ART0004889,Cliente,C00471,3.00,450.00
33425,BUDGET,Vendita,ART0000157,Cliente,C00026,1.00,380.00
33426,BUDGET,Vendita,ART0000320,Cliente,C00026,3.00,198.00
33427,BUDGET,Vendita,ART0000151,Cliente,C00026,5.00,350.00
33428,BUDGET,Vendita,ART0000152,Cliente,C00026,5.00,235.00
33514,BUDGET,Vendita,ART0005136,Cliente,C00004,30.00,225.00
33515,BUDGET,Vendita,ART0000635,Cliente,C00004,10.00,150.00
33522,BUDGET,Vendita,ART0000811,Cliente,C00140,2.00,1485.20
33523,BUDGET,Vendita,ART0001433,Cliente,C00140,4.00,18.80
33527,BUDGET,Vendita,ART0003268,Cliente,C00140,1.00,4.76
33528,BUDGET,Vendita,ART0002938,Cliente,C00140,2.00,347.80
33529,BUDGET,Vendita,ART0002456,Cliente,C00140,1.00,327.12
33579,BUDGET,Vendita,ART0004656,Cliente,C00473,6.00,66.00
33581,BUDGET,Vendita,ART0004689,Cliente,C00473,12.00,120.00
33588,BUDGET,Vendita,ART0004718,Cliente,C00473,2.00,50.00
33589,BUDGET,Vendita,ART0004737,Cliente,C00473,10.00,180.00
33597,BUDGET,Vendita,ART0005136,Cliente,C00004,3.00,36.00
33598,BUDGET,Vendita,ART0005136,Cliente,C00004,2.00,70.00
33599,BUDGET,Vendita,ART0005136,Cliente,C00004,1.00,25.00
33600,BUDGET,Vendita,ART0005136,Cliente,C00004,6.00,150.00
33619,BUDGET,Vendita,ART0005136,Cliente,C00015,4.00,30.00
33622,BUDGET,Vendita,ART0000748,Cliente,C00140,5.00,408.90
33624,BUDGET,Vendita,ART0000845,Cliente,C00140,1.00,1081.00
33625,BUDGET,Vendita,ART0002455,Cliente,C00140,1.00,545.20
33627,BUDGET,Vendita,ART0001628,Cliente,C00140,12.00,146.64
33636,BUDGET,Vendita,ART0001099,Cliente,C00471,4.00,692.00
33637,BUDGET,Vendita,ART0001100,Cliente,C00471,4.00,160.00
33639,BUDGET,Vendita,ART0001102,Cliente,C00471,4.00,240.00
33641,BUDGET,Vendita,ART0001104,Cliente,C00471,4.00,180.00
33642,BUDGET,Vendita,ART0003167,Cliente,C00471,1.00,48.00
33643,BUDGET,Vendita,ART0003167,Cliente,C00471,3.00,144.00
33644,BUDGET,Vendita,ART0003169,Cliente,C00471,1.00,92.00
33645,BUDGET,Vendita,ART0003169,Cliente,C00471,3.00,276.00
33646,BUDGET,Vendita,ART0004898,Cliente,C00471,3.00,45.00
33647,BUDGET,Vendita,ART0004898,Cliente,C00471,9.00,135.00
33648,BUDGET,Vendita,ART0004901,Cliente,C00471,3.00,30.00
33649,BUDGET,Vendita,ART0004901,Cliente,C00471,9.00,90.00
33650,BUDGET,Vendita,ART0004902,Cliente,C00471,3.00,180.00
33651,BUDGET,Vendita,ART0004902,Cliente,C00471,9.00,540.00
33652,BUDGET,Vendita,ART0004904,Cliente,C00471,1.00,22.00
33653,BUDGET,Vendita,ART0004904,Cliente,C00471,3.00,66.00
33654,BUDGET,Vendita,ART0004919,Cliente,C00471,3.00,258.00
33655,BUDGET,Vendita,ART0004924,Cliente,C00471,9.00,774.00
33705,BUDGET,Vendita,ART0002370,Cliente,C00140,3.00,197.17
33775,BUDGET,Vendita,ART0000226,Cliente,C00026,4.00,960.00
33833,BUDGET,Vendita,ART0000748,Cliente,C00140,40.00,3271.21
33834,BUDGET,Vendita,ART0000782,Cliente,C00140,1.00,277.30
33835,BUDGET,Vendita,ART0000853,Cliente,C00140,15.00,4540.20
33836,BUDGET,Vendita,ART0001493,Cliente,C00140,1.00,42.30
33846,BUDGET,Vendita,ART0002958,Cliente,C00140,1.00,82.25
33847,BUDGET,Vendita,ART0002959,Cliente,C00140,1.00,130.66
33848,BUDGET,Vendita,ART0001605,Cliente,C00140,12.00,203.04
33863,BUDGET,Vendita,ART0003132,Cliente,C00140,2.00,35.72
33864,BUDGET,Vendita,ART0003844,Cliente,C00140,1.00,30.08
33868,BUDGET,Vendita,ART0003263,Cliente,C00140,1.00,14.10
33925,BUDGET,Vendita,ART0003195,Cliente,C00140,2.00,131.60
33926,BUDGET,Vendita,ART0001575,Cliente,C00140,8.00,30.08
33932,BUDGET,Vendita,ART0001185,Cliente,C00140,4.00,169.20
33988,BUDGET,Vendita,ART0000804,Cliente,C00140,1.00,451.20
33989,BUDGET,Vendita,ART0000804,Cliente,C00140,1.00,451.20
33990,BUDGET,Vendita,ART0001154,Cliente,C00140,40.00,413.60
33993,BUDGET,Vendita,ART0001215,Cliente,C00140,2.00,548.96
33994,BUDGET,Vendita,ART0002450,Cliente,C00140,2.00,770.80
33995,BUDGET,Vendita,ART0002962,Cliente,C00140,2.00,338.40
33996,BUDGET,Vendita,ART0001208,Cliente,C00140,1.00,244.40
34002,BUDGET,Vendita,ART0001637,Cliente,C00140,4.00,488.80
34003,BUDGET,Vendita,ART0002228,Cliente,C00140,1.00,87.42
34004,BUDGET,Vendita,ART0002262,Cliente,C00140,1.00,169.20
34005,BUDGET,Vendita,ART0002988,Cliente,C00140,1.00,216.20
34006,BUDGET,Vendita,ART0002989,Cliente,C00140,1.00,225.60
34007,BUDGET,Vendita,ART0002990,Cliente,C00140,1.00,169.20
34015,BUDGET,Vendita,ART0005028,Cliente,C00026,2.00,700.00
34016,BUDGET,Vendita,ART0003824,Cliente,C00026,10.00,110.00
34119,BUDGET,Vendita,ART0005136,Cliente,C00004,6.00,540.00
34130,BUDGET,Vendita,ART0002263,Cliente,C00140,1.00,126.90
34134,BUDGET,Vendita,ART0001610,Cliente,C00140,4.00,48.43
34137,BUDGET,Vendita,ART0002552,Cliente,C00140,1.00,30.27
34138,BUDGET,Vendita,ART0003269,Cliente,C00140,8.00,311.33
34143,BUDGET,Vendita,ART0000812,Cliente,C00140,4.00,2857.60
34144,BUDGET,Vendita,ART0000812,Cliente,C00140,2.00,1428.80
34271,BUDGET,Vendita,ART0002070,Cliente,C00140,1.00,131.60
34272,BUDGET,Vendita,ART0002191,Cliente,C00140,2.00,164.32
34273,BUDGET,Vendita,ART0002963,Cliente,C00140,2.00,311.32
34278,BUDGET,Vendita,ART0002416,Cliente,C00140,12.00,67.68
34292,BUDGET,Vendita,ART0002102,Cliente,C00140,4.00,109.04
34295,BUDGET,Vendita,ART0002411,Cliente,C00140,4.00,244.40
34339,BUDGET,Vendita,ART0000782,Cliente,C00140,1.00,277.30
34342,BUDGET,Vendita,ART0002961,Cliente,C00140,2.00,484.29
34344,BUDGET,Vendita,ART0001743,Cliente,C00140,1.00,804.27
34345,BUDGET,Vendita,ART0002451,Cliente,C00140,1.00,255.11
34347,BUDGET,Vendita,ART0001745,Cliente,C00140,1.00,357.20
34348,BUDGET,Vendita,ART0002580,Cliente,C00140,1.00,263.20
34349,BUDGET,Vendita,ART0002581,Cliente,C00140,1.00,286.70
34468,BUDGET,Vendita,ART0002551,Cliente,C00140,1.00,385.40
34492,BUDGET,Vendita,ART0003580,Cliente,C00094,18.00,234.00
34494,BUDGET,Vendita,ART0003612,Cliente,C00094,36.00,900.00
34495,BUDGET,Vendita,ART0003642,Cliente,C00094,9.00,207.00
34496,BUDGET,Vendita,ART0003780,Cliente,C00094,108.00,1728.00
