Nr. movimento,Budget/cons,Tipo movimento,Codice MP,Tipo origine,Nr articolo,Nr. documento,Quantità MP impiegata,Importo costo (TOTALE)
29760,BUDGET,Consumo,ART0005736,Articolo,ART0002739,ODP17-07900,364.00,8.04
29932,BUDGET,Consumo,ART0001921,Articolo,ART0000752,ODP17-08792,1.00,94.32
29933,BUDGET,Consumo,ART0001811,Articolo,ART0000752,ODP17-08792,1.00,110.26
29934,BUDGET,Consumo,ART0001409,Articolo,ART0000752,ODP17-08792,1.00,2.11
29935,BUDGET,Consumo,ART0005242,Articolo,ART0000752,ODP17-08792,2.00,2.56
29936,BUDGET,Consumo,ART0005283,Articolo,ART0000752,ODP17-08792,1.00,0.09
29937,BUDGET,Consumo,ART0005284,Articolo,ART0000752,ODP17-08792,1.00,0.00
29938,BUDGET,Consumo,ART0005150,Articolo,ART0000752,ODP17-08792,1.00,0.00
29939,BUDGET,Consumo,ART0005560,Articolo,ART0001811,ODP17-08792,552.00,86.56
29941,BUDGET,Consumo,ART0001788,Articolo,ART0000784,ODP17-08762,5.00,849.99
29942,BUDGET,Consumo,ART0001873,Articolo,ART0000784,ODP17-08762,5.00,973.65
29943,BUDGET,Consumo,ART0001426,Articolo,ART0000784,ODP17-08762,5.00,12.50
29944,BUDGET,Consumo,ART0003831,Articolo,ART0000784,ODP17-08762,15.00,37.50
29945,BUDGET,Consumo,ART0005139,Articolo,ART0000784,ODP17-08762,5.00,1.61
29946,BUDGET,Consumo,ART0003841,Articolo,ART0000784,ODP17-08762,10.00,47.50
29947,BUDGET,Consumo,ART0005635,Articolo,ART0001788,ODP17-08762,700.00,99.99
29948,BUDGET,Consumo,ART0005488,Articolo,ART0001873,ODP17-08762,1625.00,111.15
29979,BUDGET,Consumo,ART0005216,Articolo,ART0005136,ODP17-09117,50.00,0.00
29982,BUDGET,Consumo,ART0001908,Articolo,ART0000851,ODP17-07396,15.00,533.56
29983,BUDGET,Consumo,ART0001799,Articolo,ART0000851,ODP17-07396,15.00,693.34
29984,BUDGET,Consumo,ART0001406,Articolo,ART0000851,ODP17-07396,30.00,40.88
29985,BUDGET,Consumo,ART0005477,Articolo,ART0000851,ODP17-07396,15.00,1.30
29986,BUDGET,Consumo,ART0005478,Articolo,ART0000851,ODP17-07396,45.00,96.00
29987,BUDGET,Consumo,ART0005750,Articolo,ART0002385,ODP17-07396,3000.00,291.84
29988,BUDGET,Consumo,ART0005354,Articolo,ART0002740,ODP17-07396,3290.00,98.27
29989,BUDGET,Consumo,ART0005652,Articolo,ART0001908,ODP17-07396,3030.00,102.95
29990,BUDGET,Consumo,ART0005652,Articolo,ART0001908,ODP17-07396,3030.00,102.96
29991,BUDGET,Consumo,ART0005334,Articolo,ART0001799,ODP17-07396,2741.00,199.17
30092,BUDGET,Consumo,ART0005348,Articolo,ART0001252,ODP17-08763,750.00,18.70
30093,BUDGET,Consumo,ART0005471,Articolo,ART0001497,ODP17-08763,24.00,16.13
30094,BUDGET,Consumo,ART0005325,Articolo,ART0001653,ODP17-08763,1665.00,7.97
30096,BUDGET,Consumo,ART0005249,Articolo,ART0002271,ODP17-08763,144.00,10.04
30099,BUDGET,Consumo,ART0005165,Articolo,ART0002829,ODP17-08763,180.00,88.25
30100,BUDGET,Consumo,ART0005383,Articolo,ART0002918,ODP17-08763,60.00,35.49
30101,BUDGET,Consumo,ART0005383,Articolo,ART0002919,ODP17-08763,75.00,44.37
30102,BUDGET,Consumo,ART0005190,Articolo,ART0003309,ODP17-08763,72.00,7.00
30103,BUDGET,Consumo,ART0005190,Articolo,ART0003310,ODP17-08763,80.00,7.78
30125,BUDGET,Consumo,ART0005154,Articolo,ART0002617,ODP17-08998,70.00,3.80
30127,BUDGET,Consumo,ART0005754,Articolo,ART0003202,ODP17-08998,5.00,44.80
30129,BUDGET,Consumo,ART0005494,Articolo,ART0002249,ODP17-08917,172.00,6.97
30130,BUDGET,Consumo,ART0002358,Articolo,ART0002370,ODP17-08917,1.00,53.94
30134,BUDGET,Consumo,ART0005160,Articolo,ART0002615,ODP17-08986,25.00,5.34
30139,BUDGET,Consumo,ART0001946,Articolo,ART0000841,ODP17-08400,1.00,1631.53
30140,BUDGET,Consumo,ART0001837,Articolo,ART0000841,ODP17-08400,1.00,750.25
30141,BUDGET,Consumo,ART0002609,Articolo,ART0000841,ODP17-08400,1.00,137.72
30142,BUDGET,Consumo,ART0002608,Articolo,ART0000841,ODP17-08400,1.00,356.30
30143,BUDGET,Consumo,ART0005301,Articolo,ART0000841,ODP17-08400,1.00,0.00
30144,BUDGET,Consumo,ART0005407,Articolo,ART0000841,ODP17-08400,1.00,0.00
30145,BUDGET,Consumo,ART0003836,Articolo,ART0000841,ODP17-08400,11.00,62.14
30146,BUDGET,Consumo,ART0003837,Articolo,ART0000841,ODP17-08400,1.00,1.03
30147,BUDGET,Consumo,ART0005757,Articolo,ART0000841,ODP17-08400,12.00,1.25
30148,BUDGET,Consumo,ART0005758,Articolo,ART0000841,ODP17-08400,12.00,0.48
30149,BUDGET,Consumo,ART0005635,Articolo,ART0001946,ODP17-08400,500.00,59.03
30150,BUDGET,Consumo,ART0005759,Articolo,ART0001837,ODP17-08400,414.00,120.25
30152,BUDGET,Consumo,ART0005760,Articolo,ART0002608,ODP17-08400,1.00,68.00
30187,BUDGET,Consumo,ART0005403,Articolo,ART0004169,ODP17-03851,450.00,96.17
30433,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-09103,8.00,1284.98
30434,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-09103,8.00,255.26
30435,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-09103,8.00,0.00
30436,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-09103,8.00,0.00
30437,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-09103,16.00,40.00
30438,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-09103,8.00,2.91
30439,BUDGET,Consumo,ART0001931,Articolo,ART0000826,ODP17-09249,1.00,455.72
30440,BUDGET,Consumo,ART0001821,Articolo,ART0000826,ODP17-09249,1.00,129.35
30441,BUDGET,Consumo,ART0002554,Articolo,ART0000826,ODP17-09249,1.00,64.67
30442,BUDGET,Consumo,ART0002553,Articolo,ART0000826,ODP17-09249,1.00,78.77
30443,BUDGET,Consumo,ART0005301,Articolo,ART0000826,ODP17-09249,1.00,0.00
30444,BUDGET,Consumo,ART0005302,Articolo,ART0000826,ODP17-09249,1.00,0.00
30445,BUDGET,Consumo,ART0003834,Articolo,ART0000826,ODP17-09249,4.00,20.70
30449,BUDGET,Consumo,ART0001807,Articolo,ART0000853,ODP17-02480,50.00,2617.28
30450,BUDGET,Consumo,ART0001917,Articolo,ART0000853,ODP17-02480,50.00,4095.08
30451,BUDGET,Consumo,ART0003839,Articolo,ART0000853,ODP17-02480,100.00,500.00
30452,BUDGET,Consumo,ART0005460,Articolo,ART0001807,ODP17-02480,3300.00,1371.23
30453,BUDGET,Consumo,ART0005714,Articolo,ART0001917,ODP17-02480,3717.00,654.20
30578,BUDGET,Consumo,ART0005227,Articolo,ART0001739,ODP17-09116,180.00,13.82
30585,BUDGET,Consumo,ART0001897,Articolo,ART0000762,ODP17-08916,10.00,1086.87
30586,BUDGET,Consumo,ART0001785,Articolo,ART0000762,ODP17-08916,10.00,432.16
30587,BUDGET,Consumo,ART0005149,Articolo,ART0000762,ODP17-08916,10.00,0.00
30588,BUDGET,Consumo,ART0005140,Articolo,ART0000762,ODP17-08916,30.00,45.00
30589,BUDGET,Consumo,ART0005150,Articolo,ART0000762,ODP17-08916,10.00,0.00
30590,BUDGET,Consumo,ART0005151,Articolo,ART0000762,ODP17-08916,10.00,1.47
30591,BUDGET,Consumo,ART0005453,Articolo,ART0000762,ODP17-08916,20.00,26.48
30592,BUDGET,Consumo,ART0005454,Articolo,ART0000762,ODP17-08916,10.00,3.51
30593,BUDGET,Consumo,ART0005154,Articolo,ART0001897,ODP17-08916,3000.00,163.73
30594,BUDGET,Consumo,ART0005217,Articolo,ART0001785,ODP17-08916,1600.00,214.31
30596,BUDGET,Consumo,ART0001883,Articolo,ART0000847,ODP17-08958,1.00,133.46
30597,BUDGET,Consumo,ART0001770,Articolo,ART0000847,ODP17-08958,2.00,71.91
30598,BUDGET,Consumo,ART0003838,Articolo,ART0000847,ODP17-08958,10.00,13.00
30599,BUDGET,Consumo,ART0001424,Articolo,ART0000847,ODP17-08958,1.00,2.50
30600,BUDGET,Consumo,ART0001400,Articolo,ART0000847,ODP17-08958,1.00,2.50
30601,BUDGET,Consumo,ART0001401,Articolo,ART0000847,ODP17-08958,1.00,2.50
30602,BUDGET,Consumo,ART0005772,Articolo,ART0000847,ODP17-08958,1.00,0.11
30603,BUDGET,Consumo,ART0005377,Articolo,ART0000313,ODP17-05181,12.00,116.40
30604,BUDGET,Consumo,ART0005606,Articolo,ART0000116,ODP17-05181,3.00,90.00
30829,BUDGET,Consumo,ART0005144,Articolo,ART0001534,ODP17-09243,16.00,12.00
30830,BUDGET,Consumo,ART0005325,Articolo,ART0001535,ODP17-09243,400.00,1.96
30836,BUDGET,Consumo,ART0005777,Articolo,ART0002026,ODP17-09243,48.00,8.74
30837,BUDGET,Consumo,ART0005328,Articolo,ART0002027,ODP17-09243,48.00,7.89
30838,BUDGET,Consumo,ART0005778,Articolo,ART0002028,ODP17-09243,2.00,24.00
30839,BUDGET,Consumo,ART0005779,Articolo,ART0002029,ODP17-09243,2.00,33.00
30841,BUDGET,Consumo,ART0005168,Articolo,ART0002299,ODP17-09243,170.00,16.76
30842,BUDGET,Consumo,ART0005775,Articolo,ART0002619,ODP17-09243,1.00,7.70
30844,BUDGET,Consumo,ART0005657,Articolo,ART0003099,ODP17-09243,1200.00,4.50
30850,BUDGET,Consumo,ART0005493,Articolo,ART0001294,ODP17-09247,765.00,2.07
30851,BUDGET,Consumo,ART0005660,Articolo,ART0002123,ODP17-09247,150.00,0.12
30858,BUDGET,Consumo,ART0005657,Articolo,ART0003132,ODP17-09125,280.00,1.05
30859,BUDGET,Consumo,ART0005399,Articolo,ART0003844,ODP17-09125,92.00,2.32
30860,BUDGET,Consumo,ART0001913,Articolo,ART0000786,ODP17-09148,2.00,357.55
30861,BUDGET,Consumo,ART0001786,Articolo,ART0000786,ODP17-09148,2.00,81.57
30862,BUDGET,Consumo,ART0001391,Articolo,ART0000786,ODP17-09148,2.00,5.65
30863,BUDGET,Consumo,ART0001387,Articolo,ART0000786,ODP17-09148,2.00,6.04
30864,BUDGET,Consumo,ART0005139,Articolo,ART0000786,ODP17-09148,2.00,0.64
30865,BUDGET,Consumo,ART0003831,Articolo,ART0000786,ODP17-09148,6.00,16.88
30866,BUDGET,Consumo,ART0002504,Articolo,ART0000786,ODP17-09148,2.00,59.17
30867,BUDGET,Consumo,ART0001898,Articolo,ART0001913,ODP17-09148,2.00,300.05
30877,BUDGET,Consumo,ART0005193,Articolo,ART0004403,ODP17-09018,1300.00,72.26
30921,BUDGET,Consumo,ART0005788,Articolo,ART0001244,ODP17-08965,1.00,28.00
30922,BUDGET,Consumo,ART0005239,Articolo,ART0001244,ODP17-08965,200.00,31.00
30923,BUDGET,Consumo,ART0005703,Articolo,ART0001290,ODP17-08965,480.00,1.19
30924,BUDGET,Consumo,ART0005664,Articolo,ART0001740,ODP17-08965,105.00,9.38
30925,BUDGET,Consumo,ART0005154,Articolo,ART0002214,ODP17-08965,38.00,2.12
30926,BUDGET,Consumo,ART0005543,Articolo,ART0002614,ODP17-08965,40.00,10.89
30927,BUDGET,Consumo,ART0005789,Articolo,ART0002706,ODP17-08965,1.00,28.00
30928,BUDGET,Consumo,ART0005666,Articolo,ART0002707,ODP17-08965,1.00,17.00
30933,BUDGET,Consumo,ART0001895,Articolo,ART0000782,ODP17-08862,2.00,229.48
30934,BUDGET,Consumo,ART0001783,Articolo,ART0000782,ODP17-08862,2.00,131.20
30935,BUDGET,Consumo,ART0001391,Articolo,ART0000782,ODP17-08862,2.00,5.65
30936,BUDGET,Consumo,ART0001387,Articolo,ART0000782,ODP17-08862,2.00,6.04
30937,BUDGET,Consumo,ART0003831,Articolo,ART0000782,ODP17-08862,4.00,11.50
30938,BUDGET,Consumo,ART0005139,Articolo,ART0000782,ODP17-08862,2.00,0.64
30939,BUDGET,Consumo,ART0002490,Articolo,ART0000782,ODP17-08862,2.00,35.77
30940,BUDGET,Consumo,ART0005300,Articolo,ART0000782,ODP17-08862,8.00,0.21
30941,BUDGET,Consumo,ART0005655,Articolo,ART0002079,ODP17-08862,1080.00,1.87
30942,BUDGET,Consumo,ART0005291,Articolo,ART0002107,ODP17-08862,1320.00,10.08
30943,BUDGET,Consumo,ART0005249,Articolo,ART0001895,ODP17-08862,680.00,47.40
30944,BUDGET,Consumo,ART0005411,Articolo,ART0001783,ODP17-08862,495.00,44.88
30945,BUDGET,Consumo,ART0001895,Articolo,ART0000782,ODP17-09445,2.00,228.24
30946,BUDGET,Consumo,ART0001783,Articolo,ART0000782,ODP17-09445,2.00,136.58
30947,BUDGET,Consumo,ART0001391,Articolo,ART0000782,ODP17-09445,2.00,5.65
30948,BUDGET,Consumo,ART0001387,Articolo,ART0000782,ODP17-09445,2.00,6.04
30949,BUDGET,Consumo,ART0003831,Articolo,ART0000782,ODP17-09445,4.00,11.50
30950,BUDGET,Consumo,ART0005139,Articolo,ART0000782,ODP17-09445,2.00,0.64
30951,BUDGET,Consumo,ART0002490,Articolo,ART0000782,ODP17-09445,2.00,35.77
30952,BUDGET,Consumo,ART0005300,Articolo,ART0000782,ODP17-09445,8.00,0.21
31137,BUDGET,Consumo,ART0005792,Articolo,ART0000119,ODP17-08969,310.00,16.51
31151,BUDGET,Consumo,ART0005188,Articolo,ART0003642,ODP17-06015,1155.00,14.78
31152,BUDGET,Consumo,ART0005187,Articolo,ART0003609,ODP17-06015,1386.00,815.91
31153,BUDGET,Consumo,ART0005336,Articolo,ART0003610,ODP17-06015,180.00,144.00
31154,BUDGET,Consumo,ART0005154,Articolo,ART0003610,ODP17-06015,9000.00,489.14
31158,BUDGET,Consumo,ART0001082,Articolo,ART0003704,ODP17-06015,4312.00,86.01
31164,BUDGET,Consumo,ART0005793,Articolo,ART0004362,ODP17-08987,350.00,3.90
31170,BUDGET,Consumo,ART0005161,Articolo,ART0002132,ODP17-09408,27.00,3.70
31171,BUDGET,Consumo,ART0005161,Articolo,ART0002144,ODP17-09408,27.00,3.70
31172,BUDGET,Consumo,ART0005231,Articolo,ART0002145,ODP17-09408,40.00,8.82
31173,BUDGET,Consumo,ART0005142,Articolo,ART0002238,ODP17-09408,16.00,0.96
31174,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-09334,14.00,0.00
31417,BUDGET,Consumo,ART0001886,Articolo,ART0000848,ODP17-09161,15.00,1173.30
31418,BUDGET,Consumo,ART0001775,Articolo,ART0000848,ODP17-09161,15.00,674.40
31419,BUDGET,Consumo,ART0001403,Articolo,ART0000848,ODP17-09161,15.00,50.00
31420,BUDGET,Consumo,ART0005222,Articolo,ART0000848,ODP17-09161,45.00,90.00
31421,BUDGET,Consumo,ART0005332,Articolo,ART0000848,ODP17-09161,30.00,118.50
31422,BUDGET,Consumo,ART0005283,Articolo,ART0000848,ODP17-09161,15.00,1.31
31424,BUDGET,Consumo,ART0005168,Articolo,ART0002148,ODP17-09161,204.00,20.11
31425,BUDGET,Consumo,ART0005434,Articolo,ART0001886,ODP17-09161,3120.00,61.47
31426,BUDGET,Consumo,ART0005334,Articolo,ART0001775,ODP17-09161,2905.00,211.09
31446,BUDGET,Consumo,ART0005168,Articolo,ART0001981,ODP17-09163,75.00,7.39
31448,BUDGET,Consumo,ART0005144,Articolo,ART0001441,ODP17-09442,30.00,23.33
31462,BUDGET,Consumo,ART0005436,Articolo,ART0002712,ODP17-09442,50.00,16.68
31464,BUDGET,Consumo,ART0005468,Articolo,ART0002978,ODP17-09442,50.00,38.03
31476,BUDGET,Consumo,ART0005799,Articolo,ART0002464,ODP17-09648,350.00,11.67
31523,BUDGET,Consumo,ART0005695,Articolo,ART0001590,ODP17-09823,690.00,0.96
31525,BUDGET,Consumo,ART0001804,Articolo,ART0000769,ODP17-09331,3.00,195.61
31526,BUDGET,Consumo,ART0001947,Articolo,ART0000769,ODP17-09331,3.00,620.06
31527,BUDGET,Consumo,ART0001982,Articolo,ART0000769,ODP17-09331,3.00,25.57
31528,BUDGET,Consumo,ART0005140,Articolo,ART0000769,ODP17-09331,9.00,13.50
31529,BUDGET,Consumo,ART0005800,Articolo,ART0000769,ODP17-09331,6.00,2.47
31530,BUDGET,Consumo,ART0005226,Articolo,ART0000769,ODP17-09331,3.00,0.21
31531,BUDGET,Consumo,ART0005149,Articolo,ART0000769,ODP17-09331,3.00,0.00
31532,BUDGET,Consumo,ART0005225,Articolo,ART0000769,ODP17-09331,3.00,0.00
31545,BUDGET,Consumo,ART0005168,Articolo,ART0001804,ODP17-09331,339.00,32.11
31546,BUDGET,Consumo,ART0005154,Articolo,ART0001947,ODP17-09331,405.00,22.56
31604,BUDGET,Consumo,ART0005425,Articolo,ART0004440,ODP17-08988,35.00,43.51
31621,BUDGET,Consumo,ART0005231,Articolo,ART0002586,ODP17-09520,25.00,5.51
31625,BUDGET,Consumo,ART0005805,Articolo,ART0005110,ODP17-09406,2.00,74.00
31626,BUDGET,Consumo,ART0005806,Articolo,ART0005111,ODP17-09406,2.00,16.00
31627,BUDGET,Consumo,ART0005807,Articolo,ART0005112,ODP17-09406,2.00,26.00
31933,BUDGET,Consumo,ART0005568,Articolo,ART0002306,ODP17-10285,42.00,4.35
31934,BUDGET,Consumo,ART0002358,Articolo,ART0002370,ODP17-10285,1.00,39.56
31953,BUDGET,Consumo,ART0005595,Articolo,ART0001162,ODP17-09767,200.00,131.26
31954,BUDGET,Consumo,ART0005493,Articolo,ART0001294,ODP17-09767,260.00,0.70
31956,BUDGET,Consumo,ART0005598,Articolo,ART0001993,ODP17-09767,1.00,7.00
31957,BUDGET,Consumo,ART0005599,Articolo,ART0001994,ODP17-09767,11.00,105.60
31958,BUDGET,Consumo,ART0005815,Articolo,ART0002488,ODP17-09767,1.00,22.00
31963,BUDGET,Consumo,ART0005296,Articolo,ART0001610,ODP17-09266,980.00,0.37
31964,BUDGET,Consumo,ART0005816,Articolo,ART0002451,ODP17-09266,250.00,10.53
31965,BUDGET,Consumo,ART0005317,Articolo,ART0002551,ODP17-09266,35.00,1.88
31966,BUDGET,Consumo,ART0005485,Articolo,ART0002552,ODP17-09266,8.00,2.74
31968,BUDGET,Consumo,ART0005817,Articolo,ART0003269,ODP17-09266,990.00,4.97
32001,BUDGET,Consumo,ART0005821,Articolo,ART0004671,ODP17-10416,950.00,24.83
32003,BUDGET,Consumo,ART0001411,Articolo,ART0000843,ODP17-10447,2.00,22.28
32004,BUDGET,Consumo,ART0001932,Articolo,ART0000843,ODP17-10447,2.00,621.62
32005,BUDGET,Consumo,ART0001822,Articolo,ART0000843,ODP17-10447,2.00,226.73
32006,BUDGET,Consumo,ART0005406,Articolo,ART0000843,ODP17-10447,2.00,0.00
32007,BUDGET,Consumo,ART0005408,Articolo,ART0000843,ODP17-10447,2.00,8.16
32008,BUDGET,Consumo,ART0005822,Articolo,ART0000843,ODP17-10447,2.00,3.36
32009,BUDGET,Consumo,ART0005823,Articolo,ART0000843,ODP17-10447,8.00,3.28
32010,BUDGET,Consumo,ART0003833,Articolo,ART0000843,ODP17-10447,6.00,39.78
32026,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-10463,2.00,0.00
32027,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-10463,1.00,0.00
32028,BUDGET,Consumo,ART0005824,Articolo,ART0004357,ODP17-09675,1000.00,138.01
32029,BUDGET,Consumo,ART0005172,Articolo,ART0004386,ODP17-09675,840.00,13.99
32032,BUDGET,Consumo,ART0005233,Articolo,ART0004880,ODP17-10281,400.00,3.57
32033,BUDGET,Consumo,ART0005637,Articolo,ART0001149,ODP17-09784,1380.00,18.54
32036,BUDGET,Consumo,ART0001923,Articolo,ART0000804,ODP17-10689,1.00,258.89
32037,BUDGET,Consumo,ART0001813,Articolo,ART0000804,ODP17-10689,1.00,63.84
32038,BUDGET,Consumo,ART0001989,Articolo,ART0000804,ODP17-10689,1.00,4.99
32039,BUDGET,Consumo,ART0005261,Articolo,ART0000804,ODP17-10689,1.00,0.00
32040,BUDGET,Consumo,ART0005262,Articolo,ART0000804,ODP17-10689,1.00,0.00
32041,BUDGET,Consumo,ART0005412,Articolo,ART0000804,ODP17-10689,1.00,0.49
32042,BUDGET,Consumo,ART0003832,Articolo,ART0000804,ODP17-10689,2.00,5.74
32045,BUDGET,Consumo,ART0001921,Articolo,ART0000752,ODP17-09443,6.00,655.75
32046,BUDGET,Consumo,ART0001811,Articolo,ART0000752,ODP17-09443,6.00,536.56
32047,BUDGET,Consumo,ART0001409,Articolo,ART0000752,ODP17-09443,6.00,12.66
32048,BUDGET,Consumo,ART0005242,Articolo,ART0000752,ODP17-09443,12.00,15.36
32049,BUDGET,Consumo,ART0005283,Articolo,ART0000752,ODP17-09443,6.00,0.52
32050,BUDGET,Consumo,ART0005284,Articolo,ART0000752,ODP17-09443,6.00,0.00
32051,BUDGET,Consumo,ART0005150,Articolo,ART0000752,ODP17-09443,6.00,0.00
32052,BUDGET,Consumo,ART0005171,Articolo,ART0001921,ODP17-09443,1500.00,118.99
32053,BUDGET,Consumo,ART0005560,Articolo,ART0001811,ODP17-09443,644.00,100.99
32054,BUDGET,Consumo,ART0005827,Articolo,ART0002513,ODP17-09808,140.00,0.00
32055,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-09336,8.00,970.00
32056,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-09336,8.00,237.08
32057,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-09336,8.00,0.00
32058,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-09336,8.00,0.00
32059,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-09336,16.00,45.92
32060,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-09336,8.00,2.91
32061,BUDGET,Consumo,ART0005227,Articolo,ART0001759,ODP17-09336,1500.00,115.20
32062,BUDGET,Consumo,ART0001897,Articolo,ART0000762,ODP17-10127,10.00,1017.22
32063,BUDGET,Consumo,ART0001785,Articolo,ART0000762,ODP17-10127,10.00,416.97
32064,BUDGET,Consumo,ART0005149,Articolo,ART0000762,ODP17-10127,10.00,0.00
32065,BUDGET,Consumo,ART0005140,Articolo,ART0000762,ODP17-10127,30.00,45.00
32066,BUDGET,Consumo,ART0005150,Articolo,ART0000762,ODP17-10127,10.00,0.00
32067,BUDGET,Consumo,ART0005151,Articolo,ART0000762,ODP17-10127,10.00,1.47
32068,BUDGET,Consumo,ART0005453,Articolo,ART0000762,ODP17-10127,20.00,26.48
32069,BUDGET,Consumo,ART0005454,Articolo,ART0000762,ODP17-10127,10.00,3.51
32070,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-10127,8.00,1069.61
32071,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-10127,8.00,239.89
32072,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-10127,8.00,0.00
32073,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-10127,8.00,0.00
32074,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-10127,16.00,45.92
32075,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-10127,8.00,2.91
32076,BUDGET,Consumo,ART0001895,Articolo,ART0000782,ODP17-09819,2.00,229.48
32077,BUDGET,Consumo,ART0001783,Articolo,ART0000782,ODP17-09819,2.00,131.20
32078,BUDGET,Consumo,ART0001391,Articolo,ART0000782,ODP17-09819,2.00,5.65
32079,BUDGET,Consumo,ART0001387,Articolo,ART0000782,ODP17-09819,2.00,6.04
32080,BUDGET,Consumo,ART0003831,Articolo,ART0000782,ODP17-09819,4.00,11.50
32081,BUDGET,Consumo,ART0005139,Articolo,ART0000782,ODP17-09819,2.00,0.64
32082,BUDGET,Consumo,ART0002490,Articolo,ART0000782,ODP17-09819,2.00,35.77
32083,BUDGET,Consumo,ART0005300,Articolo,ART0000782,ODP17-09819,8.00,0.21
32084,BUDGET,Consumo,ART0005639,Articolo,ART0005136,ODP17-10340,40.00,2.86
32085,BUDGET,Consumo,ART0005286,Articolo,ART0000630,ODP17-09327,3444.00,106.53
32172,BUDGET,Consumo,ART0005227,Articolo,ART0002048,ODP17-09329,50.00,3.84
32173,BUDGET,Consumo,ART0005722,Articolo,ART0002444,ODP17-09329,418.00,21.85
32174,BUDGET,Consumo,ART0005328,Articolo,ART0002867,ODP17-09329,350.00,61.40
32175,BUDGET,Consumo,ART0005148,Articolo,ART0002909,ODP17-09329,150.00,17.28
32181,BUDGET,Consumo,ART0005187,Articolo,ART0003609,ODP17-09928,126.00,74.17
32184,BUDGET,Consumo,ART0005335,Articolo,ART0003610,ODP17-09928,28.00,4.20
32185,BUDGET,Consumo,ART0005336,Articolo,ART0003610,ODP17-09928,28.00,22.40
32186,BUDGET,Consumo,ART0005154,Articolo,ART0003610,ODP17-09928,1288.00,71.76
32322,BUDGET,Consumo,ART0005813,Articolo,ART0002424,ODP17-09902,1280.00,1.57
32324,BUDGET,Consumo,ART0001900,Articolo,ART0000749,ODP17-09769,2.00,376.41
32325,BUDGET,Consumo,ART0001789,Articolo,ART0000749,ODP17-09769,2.00,491.17
32326,BUDGET,Consumo,ART0005830,Articolo,ART0000749,ODP17-09769,4.00,0.00
32327,BUDGET,Consumo,ART0005242,Articolo,ART0000749,ODP17-09769,12.00,15.36
32328,BUDGET,Consumo,ART0005243,Articolo,ART0000749,ODP17-09769,4.00,0.45
32329,BUDGET,Consumo,ART0005219,Articolo,ART0001900,ODP17-09769,290.00,3.91
32330,BUDGET,Consumo,ART0005635,Articolo,ART0001789,ODP17-09769,264.00,31.17
32338,BUDGET,Consumo,ART0005691,Articolo,ART0002360,ODP17-10280,2.00,26.00
32339,BUDGET,Consumo,ART0005635,Articolo,ART0002360,ODP17-10280,140.00,16.53
32341,BUDGET,Consumo,ART0001908,Articolo,ART0000851,ODP17-10421,15.00,539.59
32342,BUDGET,Consumo,ART0001799,Articolo,ART0000851,ODP17-10421,15.00,693.34
32343,BUDGET,Consumo,ART0001406,Articolo,ART0000851,ODP17-10421,30.00,51.25
32344,BUDGET,Consumo,ART0005477,Articolo,ART0000851,ODP17-10421,15.00,1.29
32345,BUDGET,Consumo,ART0005478,Articolo,ART0000851,ODP17-10421,45.00,99.00
32347,BUDGET,Consumo,ART0001877,Articolo,ART0000756,ODP17-09820,13.00,1364.56
32348,BUDGET,Consumo,ART0001765,Articolo,ART0000756,ODP17-09820,13.00,934.06
32349,BUDGET,Consumo,ART0001429,Articolo,ART0000756,ODP17-09820,26.00,64.09
32350,BUDGET,Consumo,ART0005140,Articolo,ART0000756,ODP17-09820,39.00,66.37
32351,BUDGET,Consumo,ART0005141,Articolo,ART0000756,ODP17-09820,13.00,2.55
32352,BUDGET,Consumo,ART0005154,Articolo,ART0001877,ODP17-09820,2430.00,135.38
32353,BUDGET,Consumo,ART0005165,Articolo,ART0001765,ODP17-09820,825.00,516.42
32354,BUDGET,Consumo,ART0005681,Articolo,ART0001429,ODP17-09820,222.00,7.35
32414,BUDGET,Consumo,ART0001898,Articolo,ART0000783,ODP17-09806,2.00,471.49
32415,BUDGET,Consumo,ART0001786,Articolo,ART0000783,ODP17-09806,2.00,81.57
32416,BUDGET,Consumo,ART0001391,Articolo,ART0000783,ODP17-09806,2.00,5.65
